FDA Handle,FDA Upload Date,Omeka Link,research,Confirmed/processed,Filename,File size,OCLC,Monograph/Serial,Type,Title (cyrillic) i͡e Ī ī Ẏ Ḟ ѣ,Title (romanized) ĭ  ë  i͡a  I͡A  ė  Ė  t͡s,Title (controlled)  T͡S  I͡U i͡u,Author (romanized),Author (cyrillic),Author's date of death,Place of publication (Cyrillic),Place of publication (romanized),Publisher (Cyrillic),Publishers (romanized),DCAA publisher number,Date,# of pages,Series (cyrillic),Series (romanized),Series/Serial numbering,Geographic region,Subject,Summary,Online version,Rights information,Notes,Additional Author 1,Additional Author 2,Additional Author 3,Additional Author 4,Series 2,Series 3,Language,Geospatial Data
http://hdl.handle.net/2451/42819,8/27/18,,in,present,isawdca_000351.pdf,37.9 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1970,87,,,"1970, no. 2",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42820,8/27/18,,in,present,isawdca_000352.pdf,63.7 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1970,143,,,"1970, no. 3-4",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42821,8/27/18,,in,present,isawdca_000353.pdf,32.8 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1970,70,,,"1970, no. 5",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42822,8/27/18,,in,present,isawdca_000354.pdf,25.8 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1970,55,,,"1970, no. 6",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42823,8/27/18,,in,present,isawdca_000355.pdf,15.3 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1970,70,,,"1970, no. 7",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42831,8/27/18,,in,present,isawdca_000356.pdf,34.2 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1970,82,,,"1970, no. 8",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42842,8/27/18,,in,present,isawdca_000357.pdf,50.6 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1970,114,,,"1970, no. 9",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42851,8/27/18,,in,present,isawdca_000358.pdf,37.0 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1970,82,,,"1970, no. 10",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42852,8/27/18,,in,present,isawdca_000359.pdf,36.4 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1970,92,,,"1970, no. 11",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42853,8/27/18,,in,present,isawdca_000360.pdf,19.3 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1970,50,,,"1970, no. 12",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42854,8/27/18,,in,present,isawdca_000361.pdf,34.1 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1971,82,,,"1971, no. 1",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42855,8/27/18,,in,present,isawdca_000362.pdf,14.9 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1971,70,,,"1971, no. 2",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42856,8/27/18,,in,present,isawdca_000363.pdf,33.3 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1971,86,,,"1971, no. 3",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42857,8/27/18,,in,present,isawdca_000364.pdf,24.4 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1971,62,,,"1971, no. 4",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42832,8/27/18,,in,present,isawdca_000365.pdf,25.8 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1971,58,,,"1971, no. 5",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
